i,timestamp(ns),AX(m/s2),AY(m/s2),AZ(m/s2),GX(rad/s),GY(rad/s),GZ(rad/s),T(C)
307,99581660817,0.06662,0.47303,-9.66283,0.00402,0.00186,0.00729,38.57
308,99582535479,-0.24823,0.23838,-9.59588,0.00402,0.00292,0.00516,38.57
309,99583410141,-0.30071,0.11866,-9.59110,0.00402,0.00079,-0.00230,38.56
310,99584285223,-0.16713,0.24317,-9.63414,-0.00130,0.00399,-0.00656,38.56
311,99585160297,0.07616,0.59275,-9.70587,-0.00237,-0.00240,-0.00337,38.56
312,99586035371,0.18111,0.63585,-9.70108,-0.00024,-0.00666,0.00090,38.56
313,99586910445,-0.06218,0.37726,-9.65326,0.00083,-0.00134,0.00303,38.56
314,99587785519,-0.30548,0.15219,-9.63892,0.00296,0.00292,0.00303,38.56
315,99588660593,-0.27208,0.08514,-9.64370,-0.00024,0.00399,-0.00230,38.56
316,99589535667,-0.05264,0.34373,-9.69152,-0.00024,0.00186,-0.00443,38.56
317,99590410741,0.18588,0.63585,-9.73934,0.00402,-0.00027,-0.00337,38.57
318,99591285815,0.12387,0.55444,-9.70587,0.00509,0.00292,0.00090,38.57
319,99592160889,-0.17667,0.30064,-9.67239,0.00935,0.00612,0.00196,38.57
320,99593036291,-0.31502,0.15697,-9.64848,0.00935,0.00505,-0.00337,38.56
321,99593911684,-0.21961,0.21444,-9.66761,0.00083,0.00505,-0.00656,38.56
322,99594787077,0.01892,0.53050,-9.72499,-0.00237,0.00825,-0.00869,38.56
323,99595662470,0.19542,0.65500,-9.74412,0.00402,0.00719,-0.00550,38.56
324,99596537863,0.00937,0.45388,-9.68196,0.00722,0.00292,-0.00123,38.56
325,99597413256,-0.24823,0.25754,-9.62936,0.00402,0.00292,-0.00230,38.56
326,99598288649,-0.26254,0.15697,-9.61979,0.00402,0.00719,-0.00656,38.56
327,99599164042,-0.11943,0.30064,-9.65326,0.00189,0.01145,-0.00763,38.56
328,99600039435,0.13341,0.63106,-9.70587,-0.00024,0.01038,-0.00337,38.56
329,99600914828,0.18111,0.64542,-9.68674,-0.00024,0.00079,0.00303,38.56
330,99601789862,-0.11466,0.36289,-9.62936,0.00189,-0.00027,0.00303,38.56
331,99602664896,-0.31502,0.14740,-9.60545,-0.00130,-0.00027,0.00303,38.56
332,99603539930,-0.23869,0.14261,-9.62457,-0.00876,0.00079,-0.00230,38.56
333,99604414964,-0.01448,0.45388,-9.71065,-0.00663,-0.00240,-0.00230,38.57
334,99605289998,0.20019,0.65979,-9.74412,-0.00450,-0.00560,0.00516,38.56
335,99606165032,0.07616,0.52092,-9.65805,-0.00024,-0.00666,0.00729,38.56
336,99607040066,-0.22438,0.26233,-9.59588,0.00296,-0.00347,0.00729,38.56
337,99607915100,-0.27685,0.11866,-9.57676,0.00296,-0.00134,0.00196,38.56
338,99608790134,-0.13851,0.22880,-9.63892,-0.00130,0.00292,-0.00443,38.56
339,99609665168,0.10001,0.54486,-9.72021,-0.00130,0.00612,-0.00123,38.56
340,99610541586,0.20496,0.61190,-9.71065,0.00509,0.00186,0.00196,38.57
341,99611417995,-0.04787,0.35810,-9.64370,0.00296,-0.00134,0.00516,38.57
342,99612294404,-0.28162,0.16176,-9.62457,0.00189,0.00186,0.00303,38.57
343,99613170813,-0.22438,0.13303,-9.65326,-0.00024,0.00719,-0.00017,38.58
344,99614047222,-0.04787,0.36289,-9.73934,-0.00343,0.00825,-0.00230,38.58
345,99614923631,0.16203,0.63585,-9.78716,0.00083,0.00292,-0.00123,38.58
346,99615800040,0.10955,0.55444,-9.72499,0.00509,0.00292,0.00196,38.58
347,99616676449,-0.19576,0.30064,-9.65326,0.00722,0.00719,0.00090,38.58
348,99617552858,-0.31502,0.14740,-9.60067,0.00402,0.01571,-0.00230,38.58
349,99618429267,-0.20530,0.19528,-9.62936,0.00083,0.01464,-0.00550,38.58
350,99619304408,0.01892,0.53528,-9.70587,0.00083,0.00932,-0.00550,38.58
351,99620179548,0.20973,0.67416,-9.71543,0.00722,0.00825,0.00303,38.58
352,99621054688,0.04754,0.46824,-9.65805,0.00722,-0.00027,0.00729,38.58
353,99621929828,-0.24346,0.25754,-9.63414,0.00615,0.00079,-0.00017,38.58
354,99622804968,-0.27685,0.17134,-9.64848,0.00083,0.00186,-0.00337,38.57
355,99623680108,-0.12897,0.32458,-9.69630,-0.00450,0.00399,-0.00869,38.57
356,99624555248,0.10955,0.62148,-9.75846,-0.00130,0.00505,-0.00337,38.57
357,99625430388,0.14772,0.62148,-9.74412,-0.00024,-0.00134,0.00409,38.57
358,99626305528,-0.12897,0.34373,-9.68196,0.00402,-0.00453,0.00516,38.57
359,99627180668,-0.29117,0.13782,-9.64370,-0.00130,-0.00027,-0.00017,38.57
360,99628055481,-0.19576,0.14261,-9.66761,-0.00663,-0.00027,-0.00656,38.57
361,99628930285,0.02846,0.42514,-9.74412,-0.00557,0.00292,-0.00763,38.57
362,99629805089,0.24313,0.62148,-9.76325,0.00189,0.00079,-0.00123,38.57
363,99630679893,0.12387,0.48740,-9.65326,0.00615,-0.00134,-0.00017,38.57
364,99631554697,-0.19099,0.24317,-9.58632,0.00296,0.00399,0.00303,38.57
365,99632429501,-0.28640,0.10430,-9.60067,0.00509,0.00079,-0.00230,38.57
366,99633304305,-0.15282,0.23359,-9.67239,0.00296,0.00505,-0.00443,38.57
367,99634179109,0.09047,0.57838,-9.73456,0.00296,0.00932,-0.00123,38.57
368,99635053913,0.17634,0.63106,-9.71065,0.00935,0.00292,0.00090,38.57
369,99635928717,-0.08126,0.40120,-9.65805,0.00828,0.00186,0.00196,38.57
370,99636803626,-0.31979,0.20965,-9.63414,0.00615,0.00079,-0.00230,38.57
371,99637678533,-0.29594,0.15697,-9.61979,0.00189,0.00186,-0.00656,38.57
372,99638553440,-0.09558,0.38204,-9.65805,0.00083,0.00505,-0.00976,38.57
373,99639428347,0.16203,0.65021,-9.72499,-0.00024,0.00186,-0.00017,38.57
374,99640303254,0.11910,0.57838,-9.70587,0.00615,0.00079,0.00409,38.57
375,99641178161,-0.18144,0.32458,-9.66761,0.00615,-0.00027,0.00516,38.57
376,99642053068,-0.30071,0.13782,-9.62457,0.00296,0.00505,0.00196,38.56
377,99642927975,-0.19099,0.20007,-9.61979,-0.00343,0.00505,-0.00123,38.56
378,99643802882,0.01892,0.54965,-9.68196,-0.00343,0.00186,-0.00337,38.56
379,99644677789,0.20019,0.68373,-9.69630,0.00509,0.00292,0.00090,38.56
380,99645552729,0.03800,0.48740,-9.65326,0.00828,0.00399,0.00516,38.56
381,99646427669,-0.25300,0.22880,-9.61979,0.00509,0.00505,0.00409,38.56
382,99647302609,-0.27208,0.12345,-9.61501,-0.00024,0.00292,-0.00123,38.57
383,99648177549,-0.10035,0.29585,-9.66283,-0.00237,0.00079,-0.00550,38.57
384,99649052489,0.15249,0.61190,-9.72021,0.00296,0.00292,-0.00017,38.57
385,99649927429,0.18588,0.58317,-9.70587,0.00615,0.00079,0.00516,38.57
386,99650802369,-0.08604,0.31500,-9.64848,0.00722,0.00292,0.00303,38.57
387,99651677309,-0.28162,0.16655,-9.61501,0.00509,0.00825,0.00090,38.57
388,99652552249,-0.23869,0.19049,-9.65326,0.00296,0.00719,-0.00337,38.57
389,99653427189,-0.02879,0.49697,-9.71543,0.00083,0.00825,-0.00443,38.57
390,99654302406,0.20019,0.70289,-9.72977,0.00509,0.00612,-0.00123,38.57
391,99655177615,0.06185,0.53050,-9.64370,0.00722,0.00612,0.00090,38.58
392,99656052824,-0.27208,0.23838,-9.59588,0.00189,0.00825,0.00090,38.58
393,99656928033,-0.34841,0.10430,-9.60067,-0.00557,0.00932,-0.00443,38.57
394,99657803242,-0.20530,0.23359,-9.64848,-0.01089,0.00505,-0.00656,38.57
395,99658678451,0.04754,0.56881,-9.72021,-0.00663,0.00186,-0.00230,38.57
396,99659553660,0.17157,0.63585,-9.72499,0.00296,-0.00347,0.00303,38.57
397,99660428869,-0.04787,0.36768,-9.66283,0.00189,-0.00560,0.00729,38.57
398,99661304078,-0.29117,0.15697,-9.62936,-0.00130,-0.00666,0.00409,38.57
399,99662179287,-0.27208,0.13303,-9.64370,-0.00663,0.00292,-0.00337,38.58
400,99663054316,-0.06695,0.39162,-9.71543,-0.00663,0.00079,-0.00337,38.58
401,99663929336,0.17634,0.65021,-9.78716,-0.00130,-0.00240,-0.00550,38.58
402,99664804356,0.11432,0.54965,-9.74890,0.00189,-0.00560,0.00090,38.58
403,99665679376,-0.17190,0.27669,-9.67717,0.00189,-0.00453,0.00303,38.58
404,99666554396,-0.28162,0.14261,-9.63414,-0.00024,-0.00347,0.00303,38.58
405,99667429416,-0.21007,0.20965,-9.64848,-0.00557,-0.00027,-0.00230,38.58
406,99668304436,0.01414,0.52092,-9.70587,-0.00450,-0.00453,-0.00337,38.58
407,99669179456,0.19542,0.65500,-9.73456,0.00296,-0.00347,-0.00230,38.58
408,99670054476,0.02846,0.44430,-9.68674,0.00722,0.00186,-0.00230,38.58
409,99670929496,-0.25777,0.21444,-9.65805,0.00615,0.00399,-0.00017,38.57
410,99671804204,-0.28162,0.11866,-9.65326,0.00402,-0.00027,-0.00443,38.57
411,99672678910,-0.10035,0.28627,-9.69152,0.00402,0.00186,-0.00550,38.57
412,99673553616,0.15726,0.62627,-9.74890,0.00615,0.00399,-0.00230,38.57
413,99674428322,0.19542,0.62627,-9.71065,0.00935,0.00079,0.00516,38.57
414,99675303028,-0.10989,0.35810,-9.63414,0.00935,0.00505,0.00516,38.57
415,99676177734,-0.31025,0.18092,-9.58632,0.00509,0.00399,-0.00123,38.57
416,99677052440,-0.23869,0.19049,-9.59110,0.00615,0.00612,-0.00869,38.56
417,99677927146,-0.02879,0.48740,-9.65805,0.00509,0.01038,-0.00869,38.57
418,99678801852,0.18588,0.67895,-9.72977,0.00722,0.00399,-0.00337,38.57
419,99679676558,0.05231,0.50655,-9.67239,0.00615,0.00186,-0.00017,38.57
420,99680551537,-0.23869,0.24796,-9.62936,0.00509,0.00505,-0.00017,38.57
421,99681426512,-0.29594,0.14740,-9.64370,0.00189,0.00505,-0.00230,38.57
422,99682301487,-0.17667,0.28627,-9.69152,-0.00450,0.00186,-0.00230,38.58
423,99683176462,0.06662,0.59754,-9.74412,-0.00450,-0.00027,-0.00337,38.58
424,99684051437,0.17634,0.61669,-9.71543,0.00296,-0.00240,-0.00017,38.58
425,99684926412,-0.06218,0.36768,-9.65326,0.00509,-0.00027,-0.00017,38.58
426,99685801387,-0.28640,0.16176,-9.64370,0.00083,0.00186,-0.00337,38.58
427,99686676362,-0.27208,0.11388,-9.63892,-0.00450,0.00292,-0.00656,38.58
428,99687551337,-0.08604,0.38204,-9.68674,-0.00343,0.00292,-0.00230,38.58
429,99688426312,0.16203,0.64542,-9.72977,0.00189,0.00186,0.00090,38.58
430,99689300948,0.10001,0.54007,-9.68196,0.00509,-0.00347,0.00516,38.58
431,99690175581,-0.21007,0.26711,-9.64848,0.00828,0.00186,0.00622,38.57
432,99691050214,-0.31502,0.10430,-9.61501,0.00722,0.00292,0.00090,38.58
433,99691924847,-0.20530,0.16655,-9.61979,0.00402,0.00612,-0.00443,38.58
434,99692799480,0.03323,0.49219,-9.69630,0.00189,0.00719,-0.00443,38.58
435,99693674113,0.20973,0.63106,-9.73934,0.00296,0.00505,-0.00017,38.58
436,99694548746,0.01414,0.42514,-9.68196,0.00296,0.00079,0.00409,38.58
437,99695423379,-0.27685,0.19528,-9.64370,0.00083,0.00079,0.00303,38.58
438,99696298012,-0.29594,0.11388,-9.65326,-0.00024,0.00825,-0.00017,38.58
439,99697172645,-0.13374,0.30542,-9.68196,-0.00130,0.00719,-0.00443,38.57
440,99698049152,0.11432,0.63106,-9.73456,0.00083,0.00292,0.00090,38.57
441,99698925652,0.12387,0.64542,-9.73456,0.00296,-0.00134,0.00303,38.57
442,99699802152,-0.16713,0.37726,-9.68674,0.00296,-0.00347,0.00090,38.58
443,99700678652,-0.33410,0.16176,-9.62457,0.00189,-0.00240,-0.00017,38.58
444,99701555152,-0.26254,0.15697,-9.61023,-0.00024,0.00186,-0.00656,38.58
445,99702431652,-0.04310,0.44430,-9.67239,-0.00024,0.00186,-0.00550,38.57
446,99703308152,0.16680,0.63585,-9.72499,0.00189,-0.00347,0.00196,38.57
447,99704184652,0.04277,0.47782,-9.65326,0.00296,0.00186,0.00729,38.57
448,99705061152,-0.25777,0.23838,-9.59588,0.00402,0.00612,0.00516,38.57
449,99705937652,-0.31502,0.12345,-9.59588,0.00722,0.00399,0.00196,38.57
450,99706812364,-0.20053,0.24796,-9.66283,-0.00130,0.00399,-0.00550,38.57
451,99707687076,0.01892,0.56402,-9.73934,0.00189,0.00292,-0.00443,38.57
452,99708561788,0.13341,0.59275,-9.71065,0.01041,0.00186,0.00303,38.57
453,99709436500,-0.09081,0.33416,-9.64370,0.00935,-0.00240,0.00516,38.57
454,99710311212,-0.31979,0.13303,-9.62936,0.00722,-0.00134,0.00090,38.57
455,99711185924,-0.27685,0.11388,-9.64370,0.00509,0.00292,-0.00550,38.57
456,99712060636,-0.07172,0.37247,-9.70587,0.00189,0.00612,-0.00443,38.57
457,99712935348,0.17157,0.62627,-9.74890,0.00296,0.00612,0.00090,38.57
458,99713810060,0.12387,0.52092,-9.69152,0.00509,0.00505,0.00516,38.57
459,99714684772,-0.19576,0.26711,-9.65326,0.00615,0.00399,0.00516,38.57
460,99715559365,-0.32933,0.11388,-9.65326,0.00296,0.00292,0.00090,38.57
461,99716433958,-0.24823,0.15219,-9.67239,-0.00024,0.00292,-0.00550,38.58
462,99717308551,-0.02402,0.49697,-9.72977,-0.00237,0.00719,-0.00337,38.58
463,99718183144,0.16680,0.65021,-9.74890,0.00402,0.00612,0.00303,38.58
464,99719057737,-0.00971,0.44909,-9.69630,0.00722,0.00186,0.00409,38.58
465,99719932330,-0.28640,0.22402,-9.65805,0.00509,0.00079,-0.00230,38.58
466,99720806923,-0.31025,0.12345,-9.63892,-0.00343,-0.00027,-0.00017,38.58
467,99721681516,-0.14805,0.29106,-9.67717,-0.00663,0.00399,-0.00230,38.58
468,99722556109,0.10955,0.59275,-9.74412,-0.00343,-0.00134,-0.00123,38.58
469,99723430702,0.16203,0.57838,-9.73456,0.00189,-0.00666,0.00622,38.58
470,99724312746,-0.12420,0.31021,-9.65326,0.00296,-0.00453,0.00303,38.58
471,99725194781,-0.31025,0.13303,-9.60545,-0.00130,0.00079,0.00196,38.58
472,99726076816,-0.21961,0.13303,-9.62457,-0.00130,0.00399,-0.00337,38.58
473,99726958851,-0.01448,0.42993,-9.70108,-0.00130,0.00505,-0.00443,38.58
474,99727840886,0.19542,0.64542,-9.73456,0.00402,0.00079,-0.00123,38.58
475,99728722921,0.08093,0.47782,-9.63414,0.00935,0.00079,0.00196,38.57
476,99729604956,-0.22915,0.21923,-9.56241,0.00828,0.00292,0.00196,38.57
477,99730486991,-0.31025,0.11866,-9.55285,0.00722,0.00719,-0.00443,38.57
478,99731369026,-0.18622,0.24796,-9.60545,0.00296,0.00825,-0.00656,38.58
479,99732251061,0.05231,0.58317,-9.70587,0.00615,0.00612,-0.00230,38.58
480,99733126008,0.19542,0.64542,-9.72499,0.00935,0.00292,0.00516,38.58
481,99734000950,-0.03356,0.38204,-9.69152,0.00509,0.00079,0.00516,38.58
482,99734875892,-0.29117,0.18092,-9.69630,0.00509,0.00505,0.00090,38.58
483,99735750834,-0.27685,0.13782,-9.68674,0.00296,0.00932,-0.00230,38.58
484,99736625776,-0.07649,0.37247,-9.71543,-0.00130,0.00932,-0.00443,38.58
485,99737500718,0.15249,0.67416,-9.75368,-0.00024,0.00505,-0.00443,38.57
486,99738375660,0.10001,0.58796,-9.70108,0.00296,0.00612,-0.00123,38.57
487,99739250602,-0.18144,0.26711,-9.64848,0.00509,0.00505,0.00090,38.57
488,99740125544,-0.30548,0.08993,-9.62457,-0.00130,0.00186,-0.00230,38.57
489,99741000486,-0.20530,0.16655,-9.63892,-0.00663,0.00399,-0.00230,38.57
490,99741876904,0.02369,0.49219,-9.71543,-0.00450,0.00079,-0.00230,38.58
491,99742753313,0.20496,0.65500,-9.75368,0.00402,-0.00134,0.00409,38.57
492,99743629722,0.00460,0.47303,-9.69630,0.00615,0.00186,0.00409,38.57
493,99744506131,-0.31025,0.22402,-9.66283,0.00296,0.00399,0.00409,38.57
494,99745382540,-0.33887,0.11866,-9.65326,-0.00130,0.00399,0.00090,38.57
495,99746258949,-0.17190,0.29106,-9.67717,-0.00663,0.00079,-0.00123,38.57
496,99747135358,0.09524,0.60712,-9.71065,-0.00343,-0.00240,0.00090,38.57
497,99748011767,0.13818,0.62148,-9.67239,0.00189,-0.00773,0.00409,38.56
498,99748888176,-0.16713,0.35810,-9.62936,0.00509,-0.00347,0.00516,38.56
499,99749764585,-0.35795,0.17613,-9.61023,0.00296,0.00505,-0.00017,38.57
500,99750639486,-0.27208,0.18092,-9.63414,-0.00237,0.00505,-0.00443,38.57
501,99751514382,-0.05741,0.47303,-9.70587,-0.00557,0.00612,-0.00550,38.57
502,99752389278,0.16680,0.68852,-9.76803,0.00296,0.00612,-0.00017,38.56
503,99753264174,0.07139,0.53050,-9.71543,0.00828,0.00292,0.00409,38.56
504,99754139070,-0.22915,0.26711,-9.63414,0.00722,0.00292,0.00303,38.57
505,99755013966,-0.30071,0.13303,-9.60067,0.00189,0.00505,-0.00017,38.56
506,99755888862,-0.18622,0.26711,-9.63892,-0.00343,0.00719,-0.00550,38.57
507,99756763758,0.04754,0.63106,-9.72499,0.00083,0.00719,-0.00123,38.57
508,99757638654,0.17157,0.66458,-9.72977,0.00402,0.00079,0.00303,38.57
509,99758513550,-0.06695,0.39162,-9.66283,0.00402,0.00292,-0.00017,38.57
510,99759388850,-0.31979,0.18092,-9.61979,0.00296,0.00505,0.00303,38.57
511,99760264149,-0.29117,0.12345,-9.62936,-0.00024,0.00505,-0.00230,38.58
512,99761139448,-0.07649,0.36289,-9.69152,-0.00557,0.00399,-0.00763,38.57
513,99762014747,0.18588,0.65500,-9.75368,-0.00237,0.00186,-0.00230,38.57
514,99762890046,0.15726,0.57838,-9.69630,0.00509,0.00079,0.00409,38.57
515,99763765345,-0.12420,0.28627,-9.64370,0.00189,0.00505,0.00409,38.57
516,99764640644,-0.24346,0.12345,-9.64848,-0.00024,0.00612,0.00090,38.57
517,99765515943,-0.15282,0.19528,-9.67717,-0.00237,0.00719,-0.00123,38.57
518,99766391242,0.07139,0.50655,-9.72499,-0.00343,0.00186,-0.00230,38.57
519,99767266541,0.22405,0.62148,-9.73456,0.00509,-0.00027,0.00303,38.57
520,99768142741,0.03323,0.42514,-9.68196,0.01041,-0.00134,0.00303,38.57
521,99769018941,-0.23392,0.20486,-9.65805,0.00722,0.00186,-0.00017,38.57
522,99769895141,-0.26731,0.11388,-9.66761,0.00189,0.00399,-0.00123,38.57
523,99770771341,-0.13851,0.30064,-9.72021,-0.00130,0.00612,-0.00230,38.58
524,99771647541,0.10478,0.62148,-9.77759,0.00083,0.00505,-0.00017,38.58
525,99772523741,0.16203,0.62148,-9.73934,0.00615,0.00292,0.00303,38.58
526,99773399941,-0.10035,0.36768,-9.67239,0.01254,0.00825,0.00196,38.58
527,99774276141,-0.28640,0.18092,-9.62936,0.00828,0.00719,-0.00337,38.58
528,99775152341,-0.24346,0.15219,-9.64848,0.00296,0.00505,-0.00656,38.58
529,99776028541,-0.06218,0.42514,-9.74890,0.00189,0.00719,-0.00869,38.58
530,99776904126,0.14772,0.65979,-9.78716,0.00615,0.00505,-0.00230,38.58
531,99777779711,0.05231,0.51134,-9.68674,0.00509,-0.00240,0.00303,38.58
532,99778655296,-0.24346,0.27190,-9.63414,0.00615,-0.00240,0.00303,38.58
533,99779530881,-0.32456,0.16176,-9.63892,0.00296,-0.00027,-0.00123,38.58
534,99780406466,-0.17667,0.25275,-9.67717,-0.00237,-0.00240,-0.00550,38.58
535,99781282051,0.07616,0.56881,-9.74890,-0.00237,0.00399,-0.00337,38.58
536,99782157636,0.17157,0.65021,-9.75846,-0.00024,0.00079,0.00196,38.58
537,99783033221,-0.07172,0.39641,-9.69152,0.00296,-0.00560,0.00196,38.58
538,99783908806,-0.27208,0.17134,-9.63892,-0.00343,-0.00347,-0.00123,38.58
539,99784784391,-0.22438,0.14740,-9.60545,-0.00557,0.00186,-0.00230,38.59
540,99785658992,-0.06218,0.41557,-9.66761,-0.00557,0.00186,-0.00337,38.58
541,99786533585,0.17634,0.67895,-9.74412,-0.00237,-0.00134,-0.00017,38.59
542,99787408178,0.13818,0.59275,-9.72499,0.00402,-0.00453,0.00409,38.59
543,99788282771,-0.16236,0.31979,-9.67239,0.00615,-0.00134,0.00303,38.59
544,99789157364,-0.27685,0.15697,-9.63414,0.00402,0.00186,-0.00123,38.59
545,99790031957,-0.18622,0.21444,-9.66761,0.00189,0.00612,-0.00550,38.59
546,99790906550,0.03323,0.53528,-9.73456,0.00189,0.01038,-0.00337,38.59
547,99791781143,0.21450,0.65979,-9.74890,0.00509,0.00719,0.00622,38.59
548,99792655736,0.04277,0.43951,-9.68674,0.00615,0.00719,0.00729,38.59
549,99793530329,-0.23869,0.20486,-9.63892,0.00189,0.00505,0.00409,38.58
550,99794405722,-0.26731,0.13303,-9.63414,-0.00130,0.00612,-0.00230,38.58
551,99795281114,-0.12897,0.32458,-9.68196,-0.00130,0.00505,-0.00337,38.58
552,99796156506,0.12387,0.63106,-9.74412,0.00083,0.00612,-0.00017,38.58
553,99797031898,0.18111,0.62627,-9.71543,0.00402,0.00399,0.00090,38.59
554,99797907290,-0.09558,0.36768,-9.63414,0.00509,0.00079,0.00196,38.58
555,99798782682,-0.29117,0.16655,-9.59588,0.00083,0.00079,-0.00230,38.59
556,99799658074,-0.24823,0.13303,-9.60545,-0.00450,0.00079,-0.00869,38.58
557,99800533466,-0.03833,0.43951,-9.69630,-0.00663,0.00186,-0.00656,38.58
558,99801408858,0.20973,0.66458,-9.75368,-0.00343,-0.00027,-0.00017,38.58
559,99802284250,0.09047,0.50655,-9.68196,-0.00130,-0.00453,0.00516,38.58
560,99803159046,-0.23392,0.22880,-9.63414,-0.00024,-0.00347,0.00622,38.58
561,99804033842,-0.32456,0.09951,-9.63414,-0.00450,0.00079,-0.00017,38.59
562,99804908638,-0.20530,0.24796,-9.66761,-0.00450,0.00292,-0.00337,38.58
563,99805783434,0.05708,0.56881,-9.72977,-0.00557,0.00612,-0.00443,38.58
564,99806658230,0.19065,0.63585,-9.72977,-0.00024,0.00292,-0.00017,38.58
565,99807533026,-0.05264,0.41557,-9.64848,0.00402,-0.00027,0.00196,38.59
566,99808407822,-0.31502,0.20965,-9.60545,0.00296,0.00186,0.00090,38.59
567,99809282618,-0.30071,0.16176,-9.61979,0.00189,0.00505,-0.00123,38.59
568,99810157414,-0.11943,0.41078,-9.70587,-0.00024,0.00292,-0.00443,38.59
569,99811032210,0.14295,0.68373,-9.76325,0.00189,-0.00134,-0.00017,38.59
570,99811906751,0.11910,0.59754,-9.68196,0.00509,-0.00240,0.00196,38.59
571,99812781291,-0.17667,0.34373,-9.61979,0.00402,-0.00027,0.00090,38.59
572,99813655831,-0.30071,0.18092,-9.61501,0.00083,0.00079,-0.00337,38.59
573,99814530371,-0.21484,0.20007,-9.66761,0.00083,0.00505,-0.00656,38.58
574,99815404911,-0.00017,0.50655,-9.75846,0.00083,0.00612,-0.00550,38.58
575,99816279451,0.20019,0.65500,-9.77281,0.00509,0.00612,-0.00017,38.58
576,99817153991,0.03800,0.46345,-9.70108,0.00509,0.00079,0.00409,38.59
577,99818028531,-0.25300,0.22880,-9.64370,0.00402,-0.00134,0.00303,38.58
578,99818903071,-0.28162,0.12824,-9.61979,0.00296,0.00292,-0.00337,38.58
579,99819777611,-0.13374,0.29106,-9.65326,-0.00130,0.00292,-0.00656,38.59
580,99820652736,0.11910,0.61190,-9.71543,0.00083,0.00186,-0.00230,38.59
581,99821527857,0.17157,0.62148,-9.68674,0.00189,-0.00240,0.00409,38.58
582,99822402978,-0.10512,0.36289,-9.62457,0.00509,-0.00240,0.00303,38.58
583,99823278099,-0.29594,0.18092,-9.59110,-0.00024,-0.00027,0.00196,38.58
584,99824153220,-0.24823,0.18571,-9.58154,-0.00450,0.00612,-0.00017,38.58
585,99825028341,-0.02402,0.45388,-9.66283,-0.00557,0.00825,-0.00123,38.59
586,99825903462,0.22882,0.66937,-9.73456,-0.00130,0.00612,-0.00123,38.59
587,99826778583,0.11432,0.54486,-9.65326,0.00402,0.00186,0.00090,38.59
588,99827653704,-0.21484,0.28148,-9.60067,0.00509,0.00612,-0.00017,38.59
589,99828528825,-0.29594,0.12345,-9.61023,-0.00024,0.00612,-0.00017,38.59
590,99829403670,-0.16236,0.23838,-9.66283,-0.00024,0.00505,-0.00337,38.59
591,99830278510,0.08570,0.58317,-9.74890,0.00189,0.00825,-0.00230,38.59
592,99831153350,0.21927,0.65979,-9.74412,0.00402,0.00399,0.00303,38.58
593,99832028190,-0.02402,0.42514,-9.67717,0.00402,-0.00134,0.00303,38.58
594,99832903030,-0.27208,0.20007,-9.62457,0.00402,0.00079,-0.00017,38.58
595,99833777870,-0.24823,0.12824,-9.59110,-0.00024,0.00292,-0.00230,38.58
596,99834652710,-0.06695,0.35810,-9.62457,-0.00237,0.00399,-0.00230,38.58
597,99835527550,0.16203,0.64064,-9.66761,-0.00130,0.00399,-0.00230,38.58
598,99836402390,0.11910,0.57359,-9.66283,0.00189,0.00079,0.00090,38.58
599,99837277230,-0.19099,0.31021,-9.64370,0.00402,0.00186,0.00196,38.58
600,99838151815,-0.33410,0.15697,-9.63892,0.00083,0.00079,-0.00337,38.59
601,99839026399,-0.23869,0.19049,-9.63892,-0.00237,0.00612,-0.00656,38.58
602,99839900983,-0.00494,0.49697,-9.70108,-0.00237,0.00932,-0.00443,38.59
603,99840775567,0.17157,0.65021,-9.72977,-0.00024,0.00612,-0.00017,38.59
604,99841650151,-0.01925,0.46824,-9.67239,0.00402,0.00186,0.00303,38.58
605,99842524735,-0.31025,0.24796,-9.63892,0.00189,0.00399,-0.00123,38.58
606,99843399319,-0.31502,0.13782,-9.65326,-0.00450,0.00612,-0.00443,38.58
607,99844273903,-0.13374,0.30064,-9.71543,-0.00450,0.00612,-0.00550,38.58
608,99845148487,0.11432,0.64064,-9.76325,-0.00343,0.00186,-0.00017,38.58
609,99846023071,0.16203,0.66458,-9.72977,0.00189,-0.00347,0.00516,38.58
610,99846897880,-0.12420,0.38204,-9.67239,0.00296,-0.00453,0.00729,38.58
611,99847772689,-0.31502,0.19528,-9.64370,-0.00024,-0.00347,0.00516,38.58
612,99848647498,-0.24823,0.19049,-9.64848,0.00083,-0.00134,0.00090,38.58
613,99849522307,-0.06218,0.45866,-9.70108,-0.00450,-0.00134,-0.00230,38.58
614,99850397116,0.16203,0.64542,-9.73456,0.00189,0.00186,0.00090,38.59
615,99851271925,0.08093,0.49697,-9.66761,0.00722,0.00186,0.00516,38.58
616,99852146734,-0.21484,0.25275,-9.61979,0.00615,0.00399,0.00303,38.58
617,99853021543,-0.31502,0.11866,-9.61979,0.00509,0.00399,-0.00337,38.58
618,99853896352,-0.20530,0.22880,-9.65805,0.00189,0.00719,-0.00976,38.58
